requirement_id,gate,family,criticality,strength,normative_statement,source_document,source_clause,verification_method,baseline_status,current_behavior,implementation_references,verification_references,evidence_references,coverage_limits,discrepancy_classification,discrepancy_id,deviation_id,confidence,assessor,reviewer_disposition,reviewer,notes
JAN-REQ-PROJ-005,G3,PROJ,P0,MUST,"Available UI and agent commands shall derive from current role, authority, lifecycle, cognitive state, policy, and validation condition.",JAN-CPM-001,PROJ-INV-009; Projection-derived commands,Command availability tests,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-PROJ-006,G7,PROJ,P1,MUST,"Equivalent projections across web, desktop, mobile, IDE, and conversation shall preserve semantic continuity.",JAN-CPM-001,PROJ-INV-010; responsive profiles,Cross-surface conformance review,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-PROJ-007,G4,PROJ,P1,MUST,Calculated indicators and synthetic scores shall be explainable and navigable to their basis.,JAN-CPM-001,PROJ-INV-011; Analytical projections,Metric explanation tests,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-PROJ-008,G3,PROJ,P1,MUST,"Cross-projection navigation shall preserve professional context, temporal mode, selected entities, and originating path.",JAN-CPM-001,Section 22 — Cross-Projection Navigation,Critical navigation journey,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-PROJ-009,G7,PROJ,P1,MUST,The interface shall support cognitive zoom and cognitive time without losing intent and parent context.,JAN-CPM-001,Sections 20–21,Zoom/time acceptance tests,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-PROJ-010,G3,PROJ,P0,MUST,"The application shall implement a stable cognitive workspace shell with global context, local objective, primary projection, context inspector, and professional command region.",JAN-RIWS-001,Sections 4–10; Minimum Viable Workspace,Shell component and route tests,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-PROJ-011,G3,PROJ,P0,MUST_NOT,"The primary experience shall not be organized around chat, file hierarchy, task boards, or disconnected technical modules.",JAN-RIWS-001,Primary experience object; UI semantic invariants,Information architecture review,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-PROJ-012,G3,PROJ,P0,MUST,"Lifecycle, cognitive, validity, confidence, technical loading, and temporal states shall remain semantically distinct in the UI.",JAN-RIWS-001,UI-INV-003; Loading and Data State Model,Component semantic tests,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-PROJ-013,G3,PROJ,P1,MUST,Disabled or rejected commands shall explain the professional reason and required remediation.,JAN-RIWS-001,UI-INV-020; Command Model,Disabled-command tests,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-PROJ-014,G3,PROJ,P0,MUST,"Graphs, matrices, and complex canvases shall provide accessible structured alternatives; color shall not be the sole carrier of meaning.",JAN-RIWS-001,Accessibility Requirements; UI-INV-016,Automated and manual accessibility tests,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-PROJ-015,G3,PROJ,P0,MUST,Completion readiness shall expose individual professional conditions and shall not be represented solely as a generic percentage.,JAN-RIWS-001,Completion Readiness; UI prohibitions,Completion readiness test,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-PROJ-016,G4,PROJ,P0,MUST,"AI contributions shall remain visibly attributable, proposed by default, evidence-bearing, confidence-qualified, and reviewable.",JAN-RIWS-001,AI Participation Interface; UI-INV-004,AI contribution acceptance test,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-PROJ-017,G6,PROJ,P0,MUST,"Professional attention shall be durable, context-bearing, authority-aware, prioritized by consequence, and disposition-required.",JAN-RIWS-001,Professional Attention Workspace,Attention lifecycle tests,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-PROJ-018,G3,PROJ,P1,MUST,Routes and screens shall be treated as addressable projections over one semantic model rather than separate domain modules.,JAN-JCUX-001,Route model; Shared Screen Invariants,Route/projection architecture review,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-JSDL-001,G1,JSDL,P0,MUST,"JSDL shall be the canonical machine-readable source for entities, relationships, aggregates, lifecycles, commands, events, invariants, validators, permissions, projections, and observability metadata.",JAN-JSDL-001,Purpose and canonical modules,Compiler input coverage test,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-JSDL-002,G1,JSDL,P0,MUST,"The compiler shall separate parsing, module resolution, symbol resolution, type checking, semantic validation, IR generation, and target generation.",JAN-JSDLC-001,End-to-End Compilation Pipeline,Package dependency and phase tests,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-JSDL-003,G1,JSDL,P0,MUST,"Compilation and generation shall be deterministic, reproducible, and source-mapped.",JAN-JSDLC-001,Deterministic Compilation; Source Mapping,Golden and reproducibility tests,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-JSDL-004,G1,JSDL,P0,MUST,"The invariant expression language shall be constrained, deterministic, and incapable of arbitrary filesystem, network, process, or code execution.",JAN-JSDLC-001,Expression Language; Security Requirements,Expression sandbox and fuzz tests,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-JSDL-005,G1,JSDL,P0,MUST,"Module imports, aliases, versions, and symbols shall resolve explicitly and ambiguities shall fail compilation rather than resolve by order.",JAN-JSDLC-001,Module Resolution; Symbol Model,Resolution conformance suite,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-JSDL-006,G1,JSDL,P0,MUST,Generators shall consume only validated canonical IR and shall not reinterpret unresolved source or introduce new professional semantics.,JAN-JSDLC-001,Generator Interface and Isolation,Generator boundary tests,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-JSDL-007,G1,JSDL,P1,MUST,"Generated contracts shall include stable semantic identity, module and model version, and source traceability.",JAN-JSDL-001,Source Mapping and Generated File Contract,Generated header/manifest tests,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-JSDL-008,G1,JSDL,P1,MUST,The compiler shall classify semantic model changes for compatibility and shall detect breaking changes.,JAN-JSDL-001,Versioning; Model Diff,Model-diff tests,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-JSDL-009,G7,JSDL,P0,MUST,"PWA extensions shall preserve canonical identity, semantics, and invariants and shall not weaken them.",JAN-JSDL-001,Extension Model,Extension safety tests,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-JSDL-010,G1,JSDL,P1,MUST,"Compiler diagnostics shall be stable, structured, source-located, and actionable.",JAN-JSDLC-001,Diagnostic Model and Quality Requirements,Diagnostic fixture suite,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-JEM-001,G2,JEM,P0,MUST,A state change shall become authoritative only through the defined command handling pipeline and successful atomic commit.,JAN-JEM-001,Central Execution Principle; Command Handling Pipeline,Command acceptance integration test,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-JEM-002,G2,JEM,P0,MUST,"Authority shall be evaluated at command execution time using current principal, participant, delegation, scope, state, policy, and constraints.",JAN-JEM-001,Sections 7–8; JEM-INV-002,Authority execution-time tests,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-JEM-003,G2,JEM,P0,MUST,"Aggregate state, version increment, immutable events, command result, and idempotency record shall commit atomically.",JAN-JEM-001,Section 16; JEM-INV-003,Transactional failure-injection tests,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-JEM-004,G2,JEM,P0,MUST,"Committed events shall be immutable and totally ordered per aggregate version; cross-aggregate order shall use causation, correlation, and process state.",JAN-JEM-001,Sections 17–18; JEM-INV-004,Event ordering and immutability tests,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-JEM-005,G2,JEM,P0,MUST,"Externally initiated material commands shall be idempotent, and duplicate delivery shall not duplicate semantic state transitions.",JAN-JEM-001,Section 11 — Idempotency,Duplicate-command tests,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-JEM-006,G2,JEM,P0,MUST,Stale commands shall not silently overwrite current state; conflicts shall return current version and a professional disposition.,JAN-JEM-001,Section 10; JEM-INV-005,Optimistic concurrency test,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-JEM-007,G2,JEM,P0,MUST,"Validators shall be side-effect free with respect to authoritative state and shall return explicit pass, fail, conditional, inconclusive, or not-applicable results.",JAN-JEM-001,Sections 13–15; JEM-INV-006,Validator contract tests,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-JEM-008,G5,JEM,P0,MUST,"Long-running human, external, timer, and evidence waits shall be represented durably and shall survive runtime restart.",JAN-JEM-001,"Sections 21, 30–31; JEM-INV-007/009",Restart recovery tests,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-JEM-009,G8,JEM,P0,MUST,"AI executions shall be durable, attributable, scope- and authority-bounded, and their outputs shall be proposed by default.",JAN-JEM-001,Sections 25–26; JEM-INV-008,Agent execution contract tests,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-JEM-010,G8,JEM,P1,MUST,"External operations shall use durable records, idempotency or status inquiry, and saga or compensation semantics when atomicity is unavailable.",JAN-JEM-001,Sections 32–33,External operation failure tests,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-JEM-011,G5,JEM,P0,MUST,"Retries shall distinguish transient technical failure from repeated professional reasoning, and no-progress shall trigger tactic change or escalation.",JAN-JEM-001,Sections 27–29,Retry/no-progress tests,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-JEM-012,G6,JEM,P0,MUST,Reconciliation changes shall be applied through normal semantic commands and shall not bypass aggregate invariants.,JAN-JEM-001,Section 34; JEM-INV-011,Reconciliation application tests,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-JEM-013,G6,JEM,P0,MUST,"Cross-aggregate coherence shall be maintained through commands, events, processes, validators, reconciliation, and explicit temporary incoherence rather than hidden distributed mutation.",JAN-JEM-001,Section 35 — Cross-Aggregate Consistency,Cross-aggregate scenario tests,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-JEM-014,G2,JEM,P1,MUST,"Authoritative objects and events shall identify semantic model versions, and upgrades shall support migration, upcasting, projection rebuild, or explicit incompatibility handling.",JAN-JEM-001,Sections 45–47; JEM-INV-016,Model upgrade and event upcast tests,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-JEM-015,G2,JEM,P0,MUST,All authoritative and derived runtime state shall be tenant-scoped and organization boundaries shall require explicit policy.,JAN-JEM-001,Section 48; JEM-INV-018,Tenant isolation tests,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-JEM-016,G2,JEM,P0,MUST,"Material state shall preserve provenance and append-only or tamper-evident audit across commands, authority, AI execution, exceptions, reconciliation, and administration.",JAN-JEM-001,Sections 49–50,Audit chain tests,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-JEM-017,G9,JEM,P0,MUST,Replay and projection rebuild shall not repeat external side effects and shall deterministically reconstruct state under the applicable model version.,JAN-JEM-001,Sections 53–54; JEM-INV-017,Replay safety tests,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-JEM-018,G8,JEM,P0,MUST,"Backpressure, budgets, safe stop, and recursive expansion limits shall protect authoritative processing without fabricating completion or silently truncating work.",JAN-JEM-001,Sections 64–67,"Saturation, budget, and safe-stop tests",UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-OPS-001,G2,OPS,P0,MUST,"PostgreSQL authoritative state, committed events, and the transactional outbox shall implement the single-node authoritative boundary.",JAN-JSRP-001,"Sections 7, 12, 15–16; JSRP-INV-001/002",Database transaction integration tests,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-OPS-002,G3,OPS,P0,MUST,"Projection tables shall remain derived, checkpointed, idempotently updated, stale-aware, and rebuildable.",JAN-JSRP-001,Sections 18–19; JSRP-INV-003,Projection rebuild and lag tests,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-OPS-003,G5,OPS,P0,MUST,"Process, RPH, timer, agent, external-operation, and attention state shall survive process or container restart.",JAN-JSRP-001,"Sections 20–25, 48; JSRP-INV-004/005",Restart and lease recovery tests,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-OPS-004,G2,OPS,P0,MUST,Tenant isolation shall be enforced through application scoping and PostgreSQL row-level security where practical.,JAN-JSRP-001,Section 9; JSRP-INV-006,Cross-tenant access tests,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-OPS-005,G8,OPS,P0,MUST,"Sandbox execution shall isolate CPU, memory, storage, time, process count, network, filesystem, secrets, and artifacts and shall prohibit host-control access by default.",JAN-JSRP-001,Section 28; JSRP-INV-007,Sandbox escape and policy tests,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-OPS-006,G8,OPS,P0,MUST,Agent and sandbox workloads shall not exhaust resources required for authoritative command processing and PostgreSQL.,JAN-JSRP-001,Sections 44–46; JSRP-INV-008,Resource saturation tests,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-OPS-007,G9,OPS,P1,MUST,"Capability-specific degradation, projection staleness, queue saturation, and dependency failure shall be observable.",JAN-JSRP-001,Sections 41–47; JSRP-INV-009,Degraded-mode and telemetry tests,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-OPS-008,G9,OPS,P0,MUST,"Recoverable backups shall exist off-host, shall include PostgreSQL, object storage, configuration, semantic sources, and secrets under separate protection, and shall be restore-tested.",JAN-JSRP-001,Sections 49–52; JSRP-INV-010,Restore drill evidence,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-OPS-009,G9,OPS,P0,MUST,"The runtime shall verify at startup that deployed JSDL contracts, semantic model fingerprints, database versions, and migrations are compatible.",JAN-JSRP-001,Section 60; JSRP-INV-011,Startup compatibility tests,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-OPS-010,G9,OPS,P0,MUST,Administrative recovery and override actions shall be audited and shall not use direct semantic row editing as a normal operating procedure.,JAN-JSRP-001,"Sections 63, 65; JSRP-INV-014",Administrative audit tests,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-OPS-011,G9,OPS,P1,MUST,The single-node profile shall explicitly disclose that it does not provide host-failure high availability.,JAN-JSRP-001,"Sections 52, 73; JSRP-INV-015",Deployment documentation review,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-OPS-012,G9,OPS,P1,MUST,"The implementation shall preserve explicit service boundaries, versioned contracts, idempotency, leases, checkpoints, and outbox semantics to support later distribution.",JAN-JSRP-001,Sections 69–71,Architecture conformance review,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-JCODE-001,G7,JCODE,P0,MUST,"JanumiCode shall optimize for realized software-enabled outcomes rather than code, pull requests, builds, or deployments as ends in themselves.",JAN-JCPWA-001,Sections 2 and 5,End-to-end outcome trace scenario,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-JCODE-002,G7,JCODE,P0,MUST,"Materially ambiguous product intent shall be formalized through questions, assumptions, scope, outcomes, and non-goals before unrestricted implementation begins.",JAN-JCPWA-001,Sections 11 and 75.1,Intent formalization scenario,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-JCODE-003,G7,JCODE,P0,MUST,Every accepted requirement shall trace to intent or authorized obligation and shall identify a verification or validation method.,JAN-JCPWA-001,Requirement invariants; JCODE-REQ-INV-001/002,Requirement conformance tests,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-JCODE-004,G7,JCODE,P1,MUST,Vague quality attributes shall be interpreted or made measurable rather than remain as unqualified adjectives.,JAN-JCPWA-001,Requirement invariants; JCODE-REQ-INV-004,Requirement quality validator tests,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-JCODE-005,G7,JCODE,P1,MUST,"User journeys shall trace to requirements, capabilities, experience representations, verification, and operational observation.",JAN-JCPWA-001,Section 21 — User Journey Model,Journey trace test,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-JCODE-006,G7,JCODE,P0,MUST,"Material architecture decisions shall preserve context, alternatives, criteria, evidence, assumptions, constraints, trade-offs, consequences, and revisit triggers.",JAN-JCPWA-001,Section 23 — Architecture Model,Architecture decision scenario,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-JCODE-007,G7,JCODE,P0,MUST,"Material architecture drift shall receive explicit disposition through implementation correction, architecture revision, authorized exception, temporary incoherence, or reconciliation.",JAN-JCPWA-001,Section 24 — Architecture Drift,Drift detection and disposition test,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-JCODE-008,G7,JCODE,P1,MUST,"Material data and interface models shall define ownership, authority, classification, compatibility, lifecycle, security, observability, and migration obligations as applicable.",JAN-JCPWA-001,Sections 25–26,Data/interface model validators,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-JCODE-009,G7,JCODE,P0,MUST,Security and privacy shall be integrated throughout product realization rather than treated only as terminal reviews.,JAN-JCPWA-001,Section 27 — Security and Privacy Model,Security trace and gate tests,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-JCODE-010,G7,JCODE,P0,MUST,"Critical product, domain, data, security, architectural, and operational invariants shall identify specification, implementation, verification, and observation strategies.",JAN-JCPWA-001,Sections 28–29; JCODE-INV-012/018,Invariant coverage tests,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-JCODE-011,G7,JCODE,P1,MUST,"Implementation plans shall preserve intent, requirements, architecture, invariants, dependencies, validation, rollout, rollback, and observability, and should favor professionally coherent vertical slices.",JAN-JCPWA-001,Section 30 — Implementation Plan,Plan validator and vertical-slice review,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-JCODE-012,G8,JCODE,P0,MUST,"Every coding-agent execution shall receive an explicit professional contract containing objective, intent, scope, non-goals, requirements, architecture, invariants, constraints, validations, completion, and escalation conditions.",JAN-JCPWA-001,Section 31 — Coding-Agent Contract,Agent input contract tests,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-JCODE-013,G8,JCODE,P0,MUST_NOT,"Coding agents shall not silently broaden scope, replace intent, invent approval, suppress tests, weaken constraints, change public contracts, or claim completion from compilation or code generation alone.",JAN-JCPWA-001,Coding-Agent Prohibitions; JCODE-INV-006/014/020,Adversarial agent acceptance tests,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-JCODE-014,G7,JCODE,P0,MUST,"Repository, code, documentation, tests, and operational behavior shall be treated as evidence-bearing representations requiring reconciliation rather than any one being automatically authoritative.",JAN-JCPWA-001,Architecture Drift; JCODE-INV-016/017,Brownfield reconciliation scenario,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-JCODE-015,G7,JCODE,P0,MUST,"Material software changes shall trace to approved scope or authorized incident action and shall preserve implementation rationale, affected representations, tests, risk, and provenance.",JAN-JCPWA-001,Sections 34 and 73; JCODE-INV-004,Change traceability tests,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-JCODE-016,G7,JCODE,P0,MUST,"Verification shall trace requirements and invariants to methods, results, evidence, environments, failures, and waivers; inconclusive shall not be treated as pass.",JAN-JCPWA-001,Sections 36–38,Verification matrix and waiver tests,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-JCODE-017,G7,JCODE,P0,MUST,"Release readiness shall evaluate scope coherence, verification, security, migration, operations, observability, support, residual risk, and rollback readiness.",JAN-JCPWA-001,Section 41 — Release Model,Release gate scenario,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-JCODE-018,G7,JCODE,P0,MUST,"Deployment success shall remain distinct from release acceptance and outcome achievement, and production observation shall feed requirement, architecture, invariant, risk, and reconciliation state.",JAN-JCPWA-001,Sections 42–43; JCODE-INV-009,Deployment/observation scenario,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-JCODE-019,G7,JCODE,P0,MUST,"Production incidents shall preserve timeline, claims, evidence, decisions, containment, remediation, recovery validation, residual risk, follow-on work, and reconciliation; service restoration alone shall not close the incident.",JAN-JCPWA-001,Section 44 — Production Incident Model,Incident closure acceptance test,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-JCODE-020,G7,JCODE,P0,MUST,"The JanumiCode Product Realization Map shall support traceability from intent and outcome through journey, requirement, architecture, change, verification, release, observation, and reconciliation.",JAN-JCPWA-001,Sections 39 and 55,Critical acceptance journey 1,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-JCODE-021,G7,JCODE,P0,MUST_NOT,"The JanumiCode UI shall remain PWU- and cognition-centered and shall not become chat-first, file-tree-first, task-first, or a rigid waterfall.",JAN-JCPWA-001,UI Prohibitions; JCODE-INV-020,Information architecture review,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
JAN-REQ-JCODE-022,G7,JCODE,P1,MUST,"CI/CD and repository events shall be normalized into explicit actions, artifacts, observations, evidence, validations, and reconciliation triggers rather than treated as professional completion.",JAN-JCPWA-001,"Sections 40, 66–68",CI/CD normalization tests,UNASSESSED,,,,,,,,,UNKNOWN,,NOT_REVIEWED,,
